CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	z_score
1	ENSG00000007341.18	ST7L	112539158	112620825	360	-0.0046778783890182975
16	ENSG00000007384.15	RHBDF1	58058	76355	381	-0.4907973639299252
16	ENSG00000007392.16	LUC7L	188968	229463	403	-0.37957657726264254
16	ENSG00000007545.15	CRAMP1	1612324	1677908	369	-0.4990609131437498
1	ENSG00000007923.15	DNAJC11	6635586	6701924	395	-0.4657716696913046
6	ENSG00000007944.14	MYLIP	16129124	16148248	382	0.10453829409857156
6	ENSG00000008083.13	JARID2	15246295	15522040	495	-0.3939267666932119
1	ENSG00000008118.9	CAMK1G	209583716	209613938	162	-0.7288469924262126
1	ENSG00000008128.22	CDK11A	1702729	1724324	299	0.4510993056673163
7	ENSG00000008256.15	CYTH3	6161775	6272644	429	-0.28536777397176943
7	ENSG00000008282.8	SYPL1	106090502	106112576	407	-0.25379509394996336
17	ENSG00000008294.20	SPAG9	50962173	51120865	363	-0.47202058754421
3	ENSG00000008300.16	CELSR3	48636468	48662915	106	-0.439656908417954
7	ENSG00000008311.14	AASS	122076132	122144280	341	-0.6022519304956152
12	ENSG00000008323.15	PLEKHG6	6310435	6328506	333	0.2706622019678158
3	ENSG00000008324.11	SS18L2	42581839	42595114	296	-0.1511838838790935
19	ENSG00000008382.15	MPND	4343526	4360086	316	-0.5570826578936103
12	ENSG00000008394.12	MGST1	16347141	16609259	494	1.4208032372066208
12	ENSG00000008405.11	CRY1	106991363	107093829	328	-0.4527607329898207
19	ENSG00000008441.16	NFIX	12995607	13098796	176	-0.6537456059307402
8	ENSG00000008513.14	ST3GAL1	133454847	133571940	519	1.486048159660161
16	ENSG00000008710.19	PKD1	2088720	2135898	357	0.832101689377057
22	ENSG00000008735.13	MAPK8IP2	50600684	50611551	343	-0.7587738770392587
17	ENSG00000008838.19	MED24	40019096	40061215	410	0.7973441311662642
8	ENSG00000008853.16	RHOBTB2	22987416	23020132	415	0.02708764012355015
2	ENSG00000008869.11	HEATR5B	36968382	37084342	403	-0.3984183379208171
3	ENSG00000008952.16	SEC62	169966734	169998373	194	-0.16493590172364309
8	ENSG00000008988.9	RPS20	56067294	56074581	248	3.8456882503330134
1	ENSG00000009307.15	CSDE1	114716912	114758676	388	-0.14536572248332266
6	ENSG00000009413.15	REV3L	111299027	111483229	388	0.12861678688116496
1	ENSG00000009790.14	TRAF3IP3	209756031	209778173	423	-0.11552466903176994
14	ENSG00000009830.11	POMT2	77274955	77320883	473	-0.3878621718015439
6	ENSG00000009844.15	VTA1	142147161	142224689	317	-0.3424874332541222
6	ENSG00000010017.12	RANBP9	13621497	13711564	439	-0.3332661905879947
6	ENSG00000010030.13	ETV7	36354090	36387800	312	-0.5044032416230494
12	ENSG00000010219.13	DYRK4	4562203	4615302	413	-0.18919723773101385
7	ENSG00000010270.13	STARD3NL	38178221	38230671	454	0.033697106953442815
12	ENSG00000010278.12	CD9	6199714	6238271	362	0.8715267402526699
3	ENSG00000010282.14	HHATL	42693076	42702827	306	1.909758917086808
19	ENSG00000010310.8	GIPR	45668243	45683724	320	-0.3948855077974094
19	ENSG00000010361.13	FUZ	49807112	49817376	306	-0.22428598778579165
9	ENSG00000010438.16	PRSS3	33750465	33799231	301	-0.036982038783607216
12	ENSG00000010610.9	CD4	6786857	6820808	375	1.3376363667758473
12	ENSG00000010626.14	LRRC23	6904732	6914243	247	1.5898832473233984
1	ENSG00000010803.16	SCMH1	41027199	41242116	407	-0.12319900840522001
6	ENSG00000010810.17	FYN	111660331	111873452	503	-0.1750517001381229
6	ENSG00000010818.9	HIVEP2	142751466	142956698	517	-0.4875978124479995
1	ENSG00000011007.12	ELOA	23743154	23762059	370	-0.5616287241625729
1	ENSG00000011021.21	CLCN6	11807130	11843144	325	-0.05172994181040428
17	ENSG00000011028.13	MRC2	62627590	62693597	418	-0.19733438027460434
12	ENSG00000011105.12	TSPAN9	3077354	3286564	525	1.6905407494500615
19	ENSG00000011132.11	APBA3	3750879	3761699	442	-0.4743395499846384
17	ENSG00000011143.16	MKS1	58205436	58219605	272	-0.5344669332614602
19	ENSG00000011243.17	AKAP8L	15380047	15419141	331	-0.5712388374924731
17	ENSG00000011258.15	MBTD1	51177424	51260066	379	-0.408659505983044
17	ENSG00000011260.13	UTP18	51260527	51297936	372	-0.318340855123575
7	ENSG00000011275.18	RNF216	5620046	5781739	330	-0.041110040348524134
17	ENSG00000011295.15	TTC19	15999379	16045015	366	-0.3922921916958915
19	ENSG00000011304.19	PTBP1	797074	812327	424	-0.2784798661839934
11	ENSG00000011347.9	SYT7	61515312	61581148	129	-0.6340133762280702
11	ENSG00000011405.13	PIK3C2A	17077787	17207983	363	-0.4929385752721559
19	ENSG00000011422.11	PLAUR	43646094	43670547	410	-0.25829997634331864
7	ENSG00000011426.10	ANLN	36389805	36453791	312	-0.626089612540427
19	ENSG00000011451.17	WIZ	15419979	15449951	194	-0.7520412789332592
9	ENSG00000011454.16	RABGAP1	122940832	123104866	272	-0.14363894196211788
19	ENSG00000011478.11	QPCTL	45692482	45703989	401	-0.6232978055268612
2	ENSG00000011523.13	CEP68	65056365	65086854	342	-0.2033895872484835
16	ENSG00000011638.10	TMEM159	21158376	21180616	375	0.5074432698291297
19	ENSG00000012061.15	ERCC1	45407332	45478828	435	-0.1886900503187908
19	ENSG00000012124.16	CD22	35319260	35347355	391	0.9560199403894484
3	ENSG00000012223.12	LTF	46435644	46485234	424	3.35695786420423
8	ENSG00000012232.8	EXTL3	28600468	28753687	382	-0.4520335050292878
12	ENSG00000012504.13	NR1H4	100473707	100564413	62	-0.6245194658189125
6	ENSG00000012660.13	ELOVL5	53267397	53349179	411	1.4583890390573977
10	ENSG00000012779.10	ALOX5	45374175	45446119	422	0.7139599204625056
14	ENSG00000012963.14	UBR7	93207094	93229215	419	-0.4707724975843087
14	ENSG00000012983.11	MAP4K5	50418524	50561126	383	-0.5522517206312924
19	ENSG00000013275.7	PSMC4	39971004	39981441	75	-0.4644901119621494
3	ENSG00000013293.5	SLC7A14	170459583	170586074	246	-0.5916612734516079
3	ENSG00000013297.10	CLDN11	170418864	170860380	460	0.23650803591041025
16	ENSG00000013364.18	MVP	29820393	29848039	187	-0.3009852761215934
7	ENSG00000013374.15	NUB1	151341698	151378449	479	0.5255359754400668
2	ENSG00000013441.15	CLK1	200853008	200864744	361	-0.5118864478124283
12	ENSG00000013503.9	POLR3B	106357657	106510198	390	-0.4800659674395738
14	ENSG00000013523.9	ANGEL1	76786724	76826246	409	-0.5538513463821403
5	ENSG00000013561.17	RNF14	141966819	141990291	387	-0.3004606571863279
12	ENSG00000013573.16	DDX11	31073847	31104791	418	4.053420915388512
12	ENSG00000013588.7	GPRC5A	12890781	12917937	447	1.4237948908328482
11	ENSG00000013725.14	CD6	60971679	61020377	420	-0.29093057949942097
4	ENSG00000013810.18	TACC3	1721489	1745176	403	1.8437511804019613
8	ENSG00000014164.6	ZC3H3	143437654	143541453	502	2.291862296931736
11	ENSG00000014216.15	CAPN1	65181193	65212006	422	-0.5815673953137845
3	ENSG00000014257.15	ACPP	132317366	132368298	376	1.1298188290801163
1	ENSG00000014914.20	MTMR11	149928650	149936867	352	-0.4380288574862979
14	ENSG00000015133.18	CCDC88C	91271322	91417844	470	-0.3847881280829887
16	ENSG00000015413.9	DPEP1	89613307	89638456	126	0.6973945359133379
22	ENSG00000015475.18	BID	17734137	17774770	347	-0.3442822129173587
7	ENSG00000015520.14	NPC1L1	44512534	44541315	112	-0.2592921230609028
17	ENSG00000015532.9	XYLT2	50346091	50361151	431	0.18759976329224692
7	ENSG00000015676.17	NUDCD3	44379120	44490880	336	-0.3270888154291561
3	ENSG00000016391.10	CHDH	53813733	53846390	394	0.2483227055846484
6	ENSG00000016402.13	IL20RA	136999970	137045180	310	-0.1591279775619996
3	ENSG00000016864.18	GLT8D1	52694492	52705635	273	-0.28536777397176943
3	ENSG00000017260.19	ATP2C1	130850594	131016712	353	-0.18112426528787426
18	ENSG00000017797.12	RALBP1	9475008	9538116	418	-0.07017503382314373
12	ENSG00000018236.14	CNTN1	40692441	41072418	399	1.6425835102169388
2	ENSG00000018280.16	SLC11A1	218382028	218396894	377	1.1043745035397992
3	ENSG00000018408.14	WWTR1	149517234	149736714	504	-0.23669322560481845
2	ENSG00000018510.13	AGPS	177392697	177559299	275	-0.4276744535609646
1	ENSG00000018625.14	ATP1A2	160115772	160143591	444	2.533809446308667
2	ENSG00000018699.11	TTC27	32628031	32821051	454	-0.5349588501793952
19	ENSG00000018869.16	ZNF582	56375845	56393545	290	-0.4243420017229264
11	ENSG00000019144.18	PHLDB1	118606439	118657315	418	-0.10650627566641817
11	ENSG00000019485.13	PRDM11	45095805	45235110	449	-0.3452081986901593
11	ENSG00000019505.7	SYT13	45240300	45286319	291	1.2702105758998627
5	ENSG00000019582.14	CD74	150401636	150412929	260	0.09429370329044884
10	ENSG00000019995.6	ZRANB1	124942122	124983688	233	-0.3154498982843916
8	ENSG00000020181.17	ADGRA2	37784190	37843267	390	-0.7137037996009391
20	ENSG00000020256.19	ZFP64	52051662	52204308	498	-0.4425337855662621
14	ENSG00000020426.10	MNAT1	60734741	60969953	179	-0.5725204168516597
14	ENSG00000020577.13	SAMD4A	54567096	54793315	539	0.13075897718761925
11	ENSG00000020922.12	MRE11	94415577	94492906	428	-0.3549678291132977
11	ENSG00000021300.13	PLEKHB1	73646177	73662819	247	-0.07017503382314373
6	ENSG00000021355.12	SERPINB1	2832331	2842006	413	2.4215499666871465
19	ENSG00000021488.12	SLC7A9	32830508	32869766	266	-0.21290491249315066
14	ENSG00000021645.18	NRXN3	78170372	79868290	461	0.2670513953468597
11	ENSG00000021762.19	OSBPL5	3087115	3165770	529	0.9247790315521256
2	ENSG00000021826.14	CPS1	210477681	210679107	458	-0.3057728248155568
19	ENSG00000022556.15	NLRP2	54953129	55001142	419	4.839051504221419
8	ENSG00000022567.9	SLC45A4	141207165	141308305	510	1.7211689022376018
11	ENSG00000023171.16	GRAMD1B	123358427	123627774	484	1.0602220135278284
11	ENSG00000023191.16	RNH1	494511	507300	464	1.8634456931588896
2	ENSG00000023228.13	NDUFS1	206114816	206159584	359	-0.08687323689874339
8	ENSG00000023287.12	RB1CC1	52622455	52745843	428	-0.2307794954293945
9	ENSG00000023318.7	ERP44	99979178	100099040	334	-0.2329041889055947
11	ENSG00000023445.13	BIRC3	102317449	102339403	323	0.6115700337065364
12	ENSG00000023697.12	DERA	15911171	16037282	445	-0.4258129876867474
1	ENSG00000023902.13	PLEKHO1	150149182	150164720	310	-0.3550822884070155
1	ENSG00000023909.9	GCLM	93885204	93909456	292	-0.06333182046225297
6	ENSG00000024048.10	UBR2	42564061	42693504	467	-0.3003766282862041
19	ENSG00000024422.11	EHD2	47713342	47743134	410	0.01950110458025584
6	ENSG00000024862.17	CCDC28A	138773508	138793319	341	-0.2682389006461562
6	ENSG00000025156.12	HSF2	122399545	122433119	362	-0.5338499987842711
12	ENSG00000025423.11	HSD17B6	56752160	56787790	175	-0.5223432894497256
11	ENSG00000025434.18	NR1H3	47248299	47269032	263	-0.08992928319039936
22	ENSG00000025708.13	TYMP	50525751	50530056	372	1.6207903459468949
22	ENSG00000025770.18	NCAPH2	50508215	50523472	347	-0.6068722836462705
6	ENSG00000025796.13	SEC63	107867755	107957340	262	-0.5216808484861274
1	ENSG00000025800.13	KPNA6	32108037	32176375	208	-0.467897330347836
10	ENSG00000026025.15	VIM	17228258	17237593	421	3.801906890798907
10	ENSG00000026103.21	FAS	88990581	89015785	445	1.3487844790669925
6	ENSG00000026297.15	RNASET2	166929503	166957184	490	3.3145620889227345
11	ENSG00000026508.17	CD44	35138869	35232402	518	2.7952237195844543
1	ENSG00000026751.16	SLAMF7	160739056	160754821	295	-0.5348454591610238
14	ENSG00000027075.14	PRKCH	61187558	61550976	500	-0.23163107257465546
6	ENSG00000027697.13	IFNGR1	137197483	137219449	304	-0.07017503382314373
5	ENSG00000027847.13	B4GALT7	177600099	177610347	452	0.2056851918541086
1	ENSG00000027869.11	SH2D2A	156806242	156816862	306	-0.4972452198043801
2	ENSG00000028116.16	VRK2	57907650	58159920	406	-0.5889243169893067
1	ENSG00000028137.18	TNFRSF1B	12167038	12209228	473	0.1579513684485799
19	ENSG00000028277.21	POU2F2	42086109	42196585	169	-0.8245320020364583
15	ENSG00000028528.14	SNX1	64094122	64146090	268	0.575517894906395
6	ENSG00000028839.9	TBPL1	133952169	133988696	306	-0.4476162685282731
6	ENSG00000029363.16	BCLAF1	136256626	136289851	124	-0.5632837436798449
8	ENSG00000029534.19	ANK1	41653219	41896762	492	0.30347554285768746
6	ENSG00000029639.10	TFB1M	155257723	155314493	462	0.034493543868194684
17	ENSG00000029725.16	RABEP1	5282264	5385812	483	0.9227284699682088
11	ENSG00000030066.13	NUP160	47778086	47848555	348	-0.5421679774249941
6	ENSG00000030110.12	BAK1	33572546	33580293	413	0.3439835293684696
2	ENSG00000030419.16	IKZF2	212999690	213152427	476	-0.08780637177649751
17	ENSG00000030582.17	GRN	44345085	44353102	354	1.0610197333988094
3	ENSG00000031081.10	ARHGAP31	119294372	119420714	513	-0.3218025236265633
6	ENSG00000031691.6	CENPQ	49463377	49493107	364	-0.3688098568865427
1	ENSG00000031698.12	SARS	109213917	109238169	376	-0.5665409629425613
14	ENSG00000032219.18	ARID4A	58298384	58373887	320	-0.3236989808107435
2	ENSG00000032389.12	TSSC1	3188924	3377882	405	-0.3257496215058326
19	ENSG00000032444.15	PNPLA6	7534009	7561764	504	0.10982320205514293
13	ENSG00000032742.17	IFT88	20567068	20691437	379	-0.4286944124348761
16	ENSG00000033011.11	ALG1	5071818	5087379	390	-0.4800659674395738
12	ENSG00000033030.13	ZCCHC8	122471599	122501073	364	-0.5356940227160892
7	ENSG00000033050.7	ABCF2	151207836	151227230	418	-0.16100313843132988
7	ENSG00000033100.16	CHPF2	151232488	151238763	374	-0.585223815248388
1	ENSG00000033122.18	LRRC7	69568397	70151945	381	0.3462515623174855
14	ENSG00000033170.16	FUT8	65410591	65744121	371	-0.07125224045461542
11	ENSG00000033327.12	GAB2	78215296	78418348	283	2.1624632237612613
17	ENSG00000033627.16	ATP6V0A1	42458843	42522611	299	-0.4885311062860001
15	ENSG00000033800.13	PIAS1	68054178	68198603	400	0.3644374467270273
15	ENSG00000034053.14	APBA2	28884482	29118315	278	-0.4324419488934921
17	ENSG00000034152.18	MAP2K3	21284671	21315240	341	-0.6245194658189125
6	ENSG00000034693.14	PEX3	143450806	143490010	373	-0.5030330465617813
16	ENSG00000034713.7	GABARAPL2	75566350	75577881	263	-0.5807464020845221
1	ENSG00000034971.16	MYOC	171635416	171652683	226	0.2728819134934394
2	ENSG00000035115.21	SH3YL1	217729	266398	422	2.3873493700068797
10	ENSG00000035403.17	VCL	73995192	74120254	416	1.3573982334128294
15	ENSG00000035664.11	DAPK2	63907035	64072033	370	1.6137289293398676
8	ENSG00000035681.7	NSMAF	58583503	58659844	360	-0.23669322560481845
1	ENSG00000035687.9	ADSS	244408493	244452134	393	-0.13525695305384403
4	ENSG00000035720.7	STAP1	67558727	67607337	195	-0.6747641609073781
4	ENSG00000035928.15	RFC1	39287455	39366375	326	-0.5666648571721862
3	ENSG00000036054.12	TBC1D23	100260999	100325251	367	-0.10393240022248043
8	ENSG00000036448.9	MYOM2	2045039	2165552	519	4.865693679797828
3	ENSG00000036828.15	CASR	122183682	122291629	34	-0.4228017928902196
17	ENSG00000037042.8	TUBG2	42659304	42667006	354	0.31027669926447937
5	ENSG00000037241.7	RPL26L1	172958778	172969771	83	-0.5035235811103935
5	ENSG00000037280.15	FLT4	180601505	180649624	486	-0.5726077013718017
5	ENSG00000037474.14	NSUN2	6599238	6633291	477	1.7730452022507404
1	ENSG00000037637.10	FBXO42	16246838	16352454	384	-0.2960153314270401
5	ENSG00000037749.11	MFAP3	154038936	154220478	472	-0.25814302658008503
19	ENSG00000037757.13	MRI1	13764531	13774167	353	0.7438300419231959
4	ENSG00000038210.12	PI4K2B	25233974	25279092	366	-0.12258731713803148
4	ENSG00000038219.12	BOD1L1	13568737	13627723	383	-0.2746924161053885
5	ENSG00000038274.16	MAT2B	163503113	163519336	350	-0.4789534063340434
4	ENSG00000038295.7	TLL1	165873257	166103895	476	-0.4228017928902196
16	ENSG00000038358.14	EDC4	67873022	67884503	170	-0.6461320736327011
5	ENSG00000038382.18	TRIO	14143701	14532128	513	0.003833051413156156
5	ENSG00000038427.15	VCAN	83471464	83582303	511	1.389189095482242
16	ENSG00000038532.14	CLEC16A	10944487	11182189	476	-0.3270888154291561
8	ENSG00000038945.14	MSR1	16107877	16567490	448	0.13053885805655355
16	ENSG00000039068.18	CDH1	68737224	68835548	382	-0.07435978419252608
5	ENSG00000039123.15	SKIV2L2	55307759	55425581	364	-0.3270888154291561
5	ENSG00000039139.9	DNAH5	13690330	13944543	418	-0.10650627566641817
5	ENSG00000039537.13	C6	41142233	41261438	351	0.017496082533703848
5	ENSG00000039560.13	RAI14	34656236	34832627	525	1.1698621520618764
5	ENSG00000039600.10	SOX30	157625678	157671480	160	-0.489800877112964
19	ENSG00000039650.11	PNKP	49859881	49867909	302	-0.5928877682901227
16	ENSG00000040199.18	PHLPP2	71644750	71724701	429	-0.3384672812811706
5	ENSG00000040275.16	SPDL1	169583633	169604778	284	0.7347410706764446
8	ENSG00000040341.17	STAU2	73420368	73747708	472	-0.29031772804298484
1	ENSG00000040487.12	PQLC2	19312325	19329300	386	-0.4563591925872764
17	ENSG00000040531.14	CTNS	3636467	3661542	421	0.5193230968927899
2	ENSG00000040933.15	INPP4A	98444853	98594390	391	-0.014981280230036191
15	ENSG00000041357.15	PSMA4	78540404	78552419	372	0.3960759031655455
13	ENSG00000041515.15	MYO16	108596151	109208007	472	1.173631188518959
3	ENSG00000041802.10	LSG1	194640787	194672477	506	0.7662333381774582
9	ENSG00000041982.15	TNC	115019577	115118257	509	4.859025161094047
1	ENSG00000041988.15	THAP3	6624865	6634167	335	-0.5521333584545223
20	ENSG00000042062.11	FAM65C	50586107	50691528	411	-0.4445371000184416
10	ENSG00000042286.14	AIFM2	70098222	70132934	370	-0.2332728519357894
14	ENSG00000042317.16	SPATA7	88384923	88470350	367	-0.5591123729619251
11	ENSG00000042429.11	MED17	93784226	93814963	306	-0.24910046342384515
2	ENSG00000042493.15	CAPG	85394747	85418432	387	4.212311423966656
19	ENSG00000042753.11	AP2S1	46838135	46850992	339	-0.3318885812605369
8	ENSG00000042832.11	TG	132866957	133134903	539	1.483170918455633
8	ENSG00000042980.12	ADAM28	24294039	24359018	408	0.2844107627943048
11	ENSG00000043039.6	BARX2	129375939	129452279	318	-0.2247541854393399
3	ENSG00000043093.13	DCUN1D1	182938073	182985953	302	-0.5174583357214699
5	ENSG00000043143.20	JADE2	134524311	134583230	481	-0.4274448340698969
5	ENSG00000043462.11	LCP2	170246236	170298227	497	-0.04444345006291705
6	ENSG00000044090.8	CUL7	43037616	43053945	163	-0.26386735996918986
9	ENSG00000044459.14	CNTLN	17134981	17503923	490	-0.2341104944669801
3	ENSG00000044524.10	EPHA3	89107523	89482134	335	0.03719191968384658
18	ENSG00000046604.12	DSG2	31498042	31549008	359	0.2726947359958368
8	ENSG00000046889.18	PREX2	67952117	68237030	530	0.8927399740494539
10	ENSG00000047056.14	WDR37	1049537	1132297	491	-0.28179896798152465
4	ENSG00000047315.15	POLR2B	56978823	57030399	433	-0.32583622065098977
4	ENSG00000047365.11	ARAP2	35948220	36244509	499	-0.23035285357305124
1	ENSG00000047410.13	TPR	186311651	186375693	357	0.02385876859474322
16	ENSG00000047578.12	KIAA0556	27550151	27780369	354	-0.483365936820384
6	ENSG00000047579.19	DTNBP1	15522800	15663058	439	-0.5062326950354745
12	ENSG00000047617.14	ANO2	5531868	5946232	537	-0.09175727990881324
12	ENSG00000047621.11	C12orf4	4487727	4538508	280	-0.4626822001656627
4	ENSG00000047662.4	FAM184B	17635008	17781512	293	-0.3511531703994576
